word,phonetic,definition,translation,pos,collins,oxford,tag,bnc,frq,exchange,detail,audio
amish,'ɑ:miʃ,n. an American follower of the Mennonite religion,n. 孟诺教派；孟诺教派之教徒,,,,,0,12980,,,
amiss,ә'mis,s. not functioning properly\nr. in an improper or mistaken or unfortunate manner,"a. 有毛病的, 出差错的\nadv. 错误地, 不顺当, 有缺陷地",,,,gre,9100,17594,i:amissing/s:amisses,,
amity,'æmiti,n. a cordial disposition\nn. a state of friendship and cordiality,"n. 友好, 亲善关系",,,,gre,34725,26804,,,
Amman,æ'mɑ:n,n. the capital and largest city of Jordan,n. 安曼(约旦首都),,,,,27599,0,,,
amnio,'æmniəu,n (pregnancy) extraction by centesis of amniotic fluid from a pregnant woman (after the 15th week of pregnancy) to aid in the diagnosis of fetal abnormalities,abbr. 羊膜穿刺术（amniocentesis）,,,,,0,40830,,,
Amoco,,,abbr. 美国石油公司（American Oil Company）,,,,,38301,0,,,
among,ә'mʌŋ,prep. Alt. of Amongst,prep. 在...之中,,5,1,zk gk,418,279,,,
Amory,'eiməri,,n. 艾默利（姓氏）,,,,,44367,0,,,
amour,ә'muә,n a usually secretive or illicit sexual relationship,"n. 偷情, 性爱\n[法] 奸情, 不正当的男女关系, 恋爱",,,,,34588,30347,s:amours,,
ample,'æmpl,a. more than enough in size or scope or capacity\ns. affording an abundant supply\ns. fairly large,"a. 大量的, 充足的, 丰富的",,2,,gk cet6 ky toefl ielts gre,6351,6289,r:ampler,,
amply,'æmpli,r. to an ample degree or in an ample manner\nr. sufficiently; more than adequately,"adv. 充足地, 充裕地",,,,,14150,17815,,,
amuse,ә'mju:z,"v. occupy in an agreeable, entertaining or pleasant fashion\nv. make (somebody) laugh","vt. 消遣, 娱乐, 使发笑",,1,1,gk cet4 cet6 ky ielts gre,8734,9683,p:amused/d:amused/i:amusing/3:amuses/s:amuses,,
Anand,,,"n. 安纳德（印度古吉拉特邦的一个小镇, 印度代孕行为的发源地）；阿南德（男子名, 著名作家）",,,,,30906,0,,,
ancho,'ænkəʊ,,"n. 安蔻椒, 干波布拉诺椒",,,,,0,33192,,,
Andra,,,安德拉（人名）,,,,,46061,0,s:andras,,
andre,"'ændri, 'ɑ:ndrei",,"n. 安德烈（男子名, 等于Andrew）",,,,,16331,0,,,
angel,'eindʒәl,n. spiritual being attendant upon God\nn. invests in a theatrical production\nn. the highest waterfall; has more than one leap; flow varies seasonally,"n. 天使, 守护神, 善人",,2,,cet4 ky,3295,3980,s:angels,,
anger,'æŋgә,n. a strong emotion; a feeling that is oriented toward some real or supposed grievance\nn. the state of being angry\nv. make angry\nv. become angry,"n. 忿怒\nvt. 激怒, 使发怒\nvi. 发怒",,3,1,gk cet4 ky ielts,2489,2362,d:angered/p:angered/s:angers/3:angers/i:angering,,
angie,,,n. 安琪（女子名）；安吉（男子名）,,,,,17219,0,,,
angle,'æŋgl,n. the space between two lines or planes that intersect; the inclination of one line to another; measured in degrees or radians\nn. a member of a Germanic people who conquered England and merged with the Saxons and Jutes to become Anglo-Saxons\nv. move or proceed at an angle\nv. fish with a hook,"n. 角, 角度, 角落\nvi. 钓鱼, 谋取, 博取, 斜向移动, 转变角度\nvt. 使转动角度, 在...钓鱼, 获取",,3,1,gk cet4 ky toefl,2346,2989,s:angles/d:angled/i:angling/p:angled/3:angles,,
anglo,'æŋ^lәj,,n. 英国人,,,,,20577,11347,s:anglos,,
angry,'æŋgri,a. feeling or showing anger\ns. (of the elements) as if showing violent anger\ns. severely inflamed and painful,"a. 生气的, 愤怒的",,3,1,zk gk ielts,2084,1705,r:angrier,,
angst,æŋst,n. an acute but unspecific feeling of anxiety; usually reserved for philosophical anxiety about the world or about personal freedom,"n. 焦虑, 疑惧\n[医] 恐怖",,1,,,21294,13234,,,
angus,'æŋ^әs,n Celtic god of love and beauty; patron deity of young men and women\nn black hornless breed from Scotland,n. 安格斯（男子名）,,,,,8200,0,,,
anima,'ænimә,n. (Jungian psychology) the inner self (not the external persona) that is in touch with the unconscious,"n. 生命, 灵魂\n[医] 灵气, 灵, 精, 精华(药品的有效成分), 精神, 女性意象(精神分析用词)",,,,,46432,29924,,,
anime,'ænimei,n. any of various resins or oleoresins,[医] 硬树脂,,,,,0,32274,,,
anion,'ænaiәn,n. a negatively charged ion,n. 阴离子\n[化] 阴离子,,,,,30023,41298,s:anions,,
anise,'ænis,"n. native to Egypt but cultivated widely for its aromatic seeds and the oil from them used medicinally and as a flavoring in cookery\nn. liquorice-flavored seeds, used medicinally and in cooking and liquors",n. 茴芹\n[化] 茴香,,,,,0,21595,,,
anita,ә'ni:tә,,n. 安尼塔（女子名）,,,,,14894,0,,,
Anjou,ændʒu:,n. a former province of western France in the Loire valley\nn. a pear with firm flesh and a green skin,n. 昂儒（法国西部旧州名）,,,,,26799,0,,,
ankle,'æŋkl,n. a gliding joint between the distal ends of the tibia and fibula and the proximal end of the talus,"n. 踝\n[医] 踝, 踝关节",,2,1,gk cet4 cet6 ky ielts,4387,3814,s:ankles,,
annal,'ænәl,n. See Annals.,n. 记录；编年史,,,,,16154,18832,s:annals,,
Annan,ˈænən],,安南（人名）,,,,,25777,0,,,
Annes,,n Queen of England and Scotland and Ireland; daughter if James II and the last of the Stuart monarchs; in 1707 she was the last English ruler to exercise the royal veto over parliament (1665-1714),n. (Annes)人名；(法)阿纳；(英)安妮斯\nabbr. 神经网络专家系统的应用（Application of Neural Network Expert System）,,,,,42779,0,,,
annex,ә'neks,n. an addition that extends a main building\nv. take (territory) as if by conquest\nv. attach to,"n. 附加物, 附属建筑物\nvt. 附加, 盖(印), 并吞",,1,,toefl,11957,14676,d:annexed/p:annexed/s:annexes/i:annexing/3:annexes,,
annie,'æni,,n. 安妮（女子名）,,,,,5478,0,,,
annoy,ә'nɒi,"v. cause annoyance in; disturb, especially by minor irritations","vt. 使恼怒, 骚扰",,1,1,gk toefl ielts gre,7731,9844,p:annoyed/3:annoys/d:annoyed/i:annoying,,
annul,ә'nʌl,v declare invalid\nv cancel officially,"vt. 废除, 宣告无效, 取消\n[经] 撤销, 宣告无效",,,,toefl gre,20852,21724,d:annulled/p:annulled/i:annulling/s:annuls/3:annuls,,
anode,'ænәud,n. a positively charged electrode by which electrons leave an electrical device\nn. the negatively charged terminal of a voltaic cell or storage battery that supplies current,n. 阳极\n[化] 阳极; 正极,,,,cet6,41002,32962,s:anodes,,
anole,ə'nəuli,n small arboreal tropical American insectivorous lizards with the ability to change skin color,n. 变色龙,,,,,0,37558,s:anoles,,
ANOVA,,n a statistical method for making simultaneous comparisons between two or more means; a statistical method that yields values that can be tested to determine whether a significant relation exists between variables,[化] 方差分析,,,,,0,12628,,,
anson,,,n. 安森（男子名）；爱立顺（品牌）,,,,,27232,0,,,
antic,'æntik,n. a ludicrous or grotesque act done for fun and amusement\ns. ludicrously odd,n. 滑稽动作\na. 古怪的,,,,gre,13906,27837,s:antics/i:anticking/p:anticked/3:antics/d:anticked/f:antics,,
anton,'æntәn,,n. 安东（男子名）,,,,,12847,0,,,
antsy,'æntsi,s. nervous and unable to relax,"a. 热锅上的蚂蚁般的,坐立不安的",,,,,0,29209,,,
anvil,'ænvil,n. a heavy block of iron or steel on which hot metals are shaped by hammering,n. 铁砧\n[医] 砧骨; 铁砧,,,,gre,20045,17970,s:anvils,,
Anwar,,,n. 安瓦尔；艾乃哇尔（一部影片）,,,,,29489,0,s:anwars,,
aorta,ei'ɒ:tә,n. the large trunk artery that carries blood from the left ventricle of the heart to branch arteries,n. 主动脉\n[医] 主动脉,,,,gre,34331,25569,s:aortas,,
apace,ә'peis,r with rapid movements,"adv. 快速地, 急速地",,,,,18832,24429,,,
apart,ә'pɑ:t,s. remote and separate physically or socially\ns. having characteristics not shared by others\nr. separated or at a distance in place or position or time\nr. not taken into account or excluded from consideration,"adv. 成零碎, 成距离, 分别地, 分离着\na. 分离的",,3,1,gk cet4 ky,2419,1971,,,
aphid,'eifid,n. any of various small plant-sucking insects,n. 蚜虫,,1,,,17571,18204,s:aphids,,
Aplin,,,n. (Aplin)人名；(英)阿普林,,,,,32081,0,,,
apnea,æp'ni:ә,n. transient cessation of respiration,"n. 呼吸暂停, 窒息\n[医] 呼吸暂停, 窒息",,,,,0,18609,,,
appal,ә'pɒ:l,v strike with disgust or revulsion\nv fill with apprehension or alarm; cause to be unpleasantly surprised,"vt. 使惊骇, 使吓坏",,3,,ky,19412,11526,p:appalled/d:appalled/3:appals/i:appalling,,
apple,'æpl,n. fruit with red or yellow or green skin and sweet to tart crisp whitish flesh\nn. native Eurasian tree widely cultivated in many varieties for its firm rounded edible fruits,"n. 苹果, 家伙\n[医] 苹果",,3,1,zk gk,2446,2695,s:apples,,
apply,ә'plai,v. be pertinent or relevant or applicable\nv. ask (for something)\nv. refer (a word or name) to a person or thing\nv. apply oneself to,"vt. 涂, 应用\nvi. 申请, 适用",,4,1,gk cet4 cet6 ky toefl ielts,522,938,d:applied/3:applies/i:applying/p:applied,,
April,'eiprәl,n. the month following March and preceding May,n. 四月,,4,1,zk gk ielts,684,0,,,
apron,'eiprәn,n. a garment of cloth or leather or plastic that is tied about the waist and worn to protect your clothing\nn. (golf) the part of the fairway leading onto the green\nn. a paved surface where aircraft stand while not being used,n. 围裙\n[医] 围裙,,1,,gk gre,8011,8084,s:aprons,,
aptly,'æptli,r with competence; in a competent capable manner,"adv. 适当地, 适宜地",,,,toefl,14015,11756,,,
Aqaba,'ɑ:kәbә,n Jordan's port; located in southwestern Jordan on the Gulf of Aqaba,"亚喀巴[约旦西南部港市](临亚喀巴湾) , 亚喀巴湾(红海伸向东北方的海湾,在阿拉伯半岛和西奈半岛之间)",,,,,43651,0,,,
arbor,'ɑ:bә,n. tree (as opposed to shrub)\nn. a framework that supports climbing plants,"n. 藤架, 树, 心轴, 凉亭\n[医] 树(树状结构)",,,,,40019,16473,s:arbors,,
arden,'ɑ:dәn,,n. 昔时阿尔丁的森林地带；浪漫的地方,,,,,23829,0,s:ardens,,
ardor,'ɑ:dә,n. a feeling of strong eagerness (usually in favor of a person or cause)\nn. intense feeling of love\nn. feelings of great warmth and intensity,"n. 热忱, 热情, 情欲, 激情, 灼热\n[医] 灼热; 热心",,,,toefl,0,20355,,,
areal,'εәriәl,a. of or relating to or involving an area,a. 地区的；面积的；广大的,,,,,29503,33740,,,
areas,,n a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography)\nn a subject of study\nn a part of an animal that has a special function or is supplied by a given artery or nerve\nn a particular environment or walk of life\nn a part of a structure having some specific characteristic or function\nn the extent of a 2-dimensional surface enclosed within a boundary,"n. 区域, 领域；面积（area的复数形式）",,,,ielts,0,0,0:area/1:s,,
arena,ә'ri:nә,n. the central area of an ancient Roman amphitheater where contests and spectacles were held; especially an area that was strewn with sand\nn. a playing field where sports events take place,"n. 角斗场, 舞台, 场地\n[医] 尿沉渣, 尿沙; 脑沙",,2,,toefl ielts gre,5616,3590,s:arenas,,
Arens,,,n. (Arens)人名；(英、法、德、西、葡、瑞典)阿伦斯,,,,,30336,0,,,
argon,'ɑ:gɒn,n. a colorless and odorless inert gas; one of the six inert gases; comprises approximately 1% of the earth's atmosphere,n. 氩\n[化] 氩Ar,,,,,39270,25600,s:argons,,
argos,'ɑ:^әus,n. an ancient city in southeastern Greece; dominated the Peloponnese in the 7th century BC,n. 阿哥斯（希腊东南一古城）,,,,,17555,0,,,
argot,'ɑ:gәu,n a characteristic language of a particular group (as among thieves),"n. 行话, 俚语, 黑话",,,,gre,38568,30558,,,
argue,'ɑ:gju,v. present reasons and arguments\nv. have an argument about something\nv. give evidence of,"vi. 提出理由, 争论, 辩论\nvt. 主张, 辩论, 证明, 说服",,4,1,gk cet4 cet6 ky ielts,674,778,d:argued/p:argued/3:argues/i:arguing,,
Argus,'ɑ:gәs,n. (Greek mythology) a giant with 100 eyes; was guardian of the heifer Io and was slain by Hermes\nn. large brilliantly patterned East Indian pheasant,n. 百眼巨人阿耳戈斯,,,,,25086,0,,,
arian,'eәriәn,"a. & n. See Aryan.\na. Pertaining to Arius, a presbyter of the church of\n   Alexandria, in the fourth century, or to the doctrines of Arius, who\n   held Christ to be inferior to God the Father in nature and dignity,\n   though the first and noblest of all created beings.\nn. One who adheres to or believes the doctrines of Arius.",a. 信奉阿里乌斯教的；阿里乌斯派的,,,,,0,33708,s:arians,,
Arias,,n an elaborate song for solo voice,n. 阿里亚斯（姓氏）,,,,,29441,0,0:aria/1:s,,
ariel,'єәriәl, Alt. of Ariel gazelle,n. 瞪羚,,,,,17682,0,s:ariels,,
Aries,'єәri:z,n. (astrology) a person who is born while the sun is in Aries\nn. a small zodiacal constellation in the northern hemisphere; between Pisces and Taurus\nn. the first sign of the zodiac which the sun enters at the vernal equinox; the sun is in this sign from about March 21 to April 19,"n. 白羊座, 白羊宫",,,,,22263,0,,,
arise,ә'raiz,v. originate or come into being\nv. rise to one's feet\nv. result or issue,"vi. 站立, 出现, 起来",,3,1,gk cet4 cet6 ky toefl ielts,1043,2581,i:arising/3:arises/p:arose/d:arisen,,
Arkle,,,阿克尔,,,,,42669,0,,,
armed,ɑ:md,a. (used of persons or the military) characterized by having or bearing arms\na. having arms or arms as specified; used especially in combination\na. (used of plants and animals) furnished with bristles and thorns,"a. 有扶手的, 武装的, 有防卫器官的\n[法] 武装的, 持械的, ""F带武器的",,4,1,,2355,2580,0:arm/1:dp/d:armed,,
armor,'ɑ:mә,n. protective covering made of metal and used in combat\nn. a military unit consisting of armored fighting vehicles\nn. tough more-or-less rigid protective covering of an animal or plant,"n. 盔甲, 潜水服, 装甲\nvt. 为...装甲",,,,toefl,0,5785,i:armoring/p:armored/3:armors/d:armored,,
Arnie,,,n. (Arnie)人名；(英)阿尼,,,,,26827,0,,,
Arnot,,n. Alt. of Arnut,n. (Arnot)人名；(德、英)阿诺特,,,,,49488,0,,,
aroma,ә'rәumә,n. a distinctive odor that is pleasant,"n. 浓香, 香气\n[医] 香气, 芳香气",,1,,toefl gre,10441,8323,s:aromas,,
arran,,,n. 阿蓝岛（古地名）,,,,,16987,0,,,
arras,'ærәs,n a wall hanging of heavy handwoven fabric with pictorial designs,"n. 花毯, 挂毯",,,,,37302,0,,,
array,ә'rei,n. an orderly arrangement\nn. an impressive display\nn. especially fine or decorative clothing\nn. an arrangement of aerials spaced to give desired directional characteristics,"n. 排列, 衣服, 大批, 军队\nvt. 布署, 打扮, 排列\n[计] 数组; 阵列",,2,,cet6 ky toefl ielts gre,4766,3554,s:arrays/p:arrayed/d:arrayed/i:arraying/3:arrays,,
arrow,'ærәu,n. a mark to indicate a direction or relation\nn. a projectile with a straight thin shaft and an arrowhead on one end and stabilizing vanes on the other; intended to be shot from a bow,"n. 箭, 箭状物, 箭头记号",,2,1,gk cet4 ky,4127,4832,s:arrows/p:arrowed/i:arrowing,,
arson,'ɑ:sәn,n. malicious burning to destroy property,"n. 纵火, 纵火罪\n[法] 纵火, 放火",,1,,gre,12533,12326,s:arsons,,
artic,'ɑ:tik,,n. 汽车列车,,,,,47190,0,s:artics,,
artsy,'ɑ:tsi,,"a. 装艺术的, 艺术家气派的",,,,,0,26701,,,
Artur,'ɑ:tuə,,n. 阿图尔（男子名）,,,,,43650,0,,,
Aryan,'єәriәn,n. (according to Nazi doctrine) a Caucasian person of Nordic descent (and not a Jew)\nn. a member of the prehistoric people who spoke Proto-Indo European,"n. 印欧语系的人, 雅利安人\na. 雅利安人的, 印欧语系语言的",,,,,33654,17491,s:aryans,,
Asahi,,,n. 朝日（公司及其品牌名称）,,,,,43752,0,,,
Asaph,,,阿萨夫（人名）,,,,,44083,0,,,
ASCII,'æski,n (computer science) a code for information exchange between computers made by different companies; a string of 7 binary digits represents each character; used in most microcomputers,美国信息交换标准码\n[计] 美国标准信息交换码,,,,,17790,9974,s:asciis,,
ascot,'æskәt,n. a cravat with wide square ends; secured with an ornamental pin,n. 领巾状领带；（大写）英国阿斯科特赛马会,,,,,12983,31168,,,
asean,'æsi:ɔn,n an association of nations dedicated to economic and political cooperation in southeastern Asia and who joined with the United States to fight against global terrorism,abbr. 东南亚国家联盟（东盟）（Association of Southeast Asian Nations）,,,,,30342,0,,,
Ashby,'æʃbi,,n. 阿什贝阶；阿什比（姓氏）,,,,,26445,0,,,
ashen,'æʃәn,s. anemic looking from illness or emotion\ns. made of wood of the ash tree,"a. 由灰烬构成的, 灰色的, 苍白的\n[机] 灰的, 似灰的",,,,,24998,19865,,,
asher,,,"n. 亚瑟（犹太民族的祖先之一, 雅各的第八个儿子）",,,,,35709,0,,,
Ashok,,,n. (Ashok)人名；(尼)阿肖克；(印)阿肖克,,,,,46192,0,,,
Asian,'eiʃәn,n. a native or inhabitant of Asia\na. of or relating to or characteristic of Asia or the peoples of Asia or their languages or culture,"n. 亚洲人\na. 亚洲的, 亚洲人的",,,,zk gk,3725,2351,s:asians,,
aside,ә'said,n. a line spoken by an actor to the audience but not intended for others on the stage\nr. on or to one side\nr. out of the way (especially away from one's thoughts)\nr. placed or kept separate and distinct as for a purpose,"n. 小声说的话, 旁白\nadv. 在一边, 离开, 另外",,3,1,gk cet4 ky,2376,1878,s:asides,,
askew,ә'skju:,s. turned or twisted toward one side\nr. turned or twisted to one side,a. 歪斜的\nadv. 歪斜地,,,,gre,23055,18225,,,
